time,output_power,wind_speed,temperature,pressure
2010-01-08 20:00:00+01:00,3588158.754080613,6.58345,264.97,100560.0
2010-01-08 21:00:00+01:00,4455417.703913889,6.86387,264.87,100524.0
2010-01-08 22:00:00+01:00,4399419.523399863,7.252910000000001,264.82,100457.0
2010-01-08 23:00:00+01:00,4816617.88831623,7.540739999999999,264.89,100403.0
2010-01-09 00:00:00+01:00,5337168.107642534,7.94066,264.98,100360.0
2010-01-09 01:00:00+01:00,5597569.876084302,8.19224,265.12,100322.0
2010-01-09 02:00:00+01:00,6258272.815270819,8.3721,265.37,100290.0
2010-01-09 03:00:00+01:00,6474944.435223465,8.58747,265.7,100229.0
2010-01-09 04:00:00+01:00,6680057.541769011,8.94711,266.23,100175.0
2010-01-09 05:00:00+01:00,6569253.31987319,9.47753,266.76,100140.0
2010-01-09 06:00:00+01:00,6973331.155694243,9.58088,267.13,100120.0
2010-01-09 07:00:00+01:00,6653899.789563736,9.27084,267.34,100077.0
2010-01-09 08:00:00+01:00,6574596.503819255,9.02852,267.45,100007.0
2010-01-09 09:00:00+01:00,6471011.516645994,8.8981,267.61,99974.4
2010-01-09 10:00:00+01:00,6300208.019869839,8.712810000000001,267.67,99939.0
2010-01-09 11:00:00+01:00,5848403.288786703,8.545760000000001,267.65,99885.2
2010-01-09 12:00:00+01:00,5890678.721429221,8.41137,267.69,99825.8
2010-01-09 13:00:00+01:00,5728194.856880758,8.076,267.62,99794.1
2010-01-09 14:00:00+01:00,5761358.581443828,7.80628,267.4,99767.9
2010-01-09 15:00:00+01:00,5158094.692126312,7.749410000000001,267.1,99712.0
2010-01-09 16:00:00+01:00,5058523.0772771565,7.66995,266.82,99680.1
2010-01-09 17:00:00+01:00,5597947.978797408,7.49605,266.69,99664.9
2010-01-09 18:00:00+01:00,4389139.9674113095,7.102130000000002,266.66,99665.3
2010-01-09 19:00:00+01:00,4637025.046554142,6.8277600000000005,266.62,99653.3
2010-01-09 20:00:00+01:00,4631175.211726896,6.58403,266.58,99622.2
2010-01-09 21:00:00+01:00,3602433.0727380994,6.30489,266.61,99600.6
2010-01-09 22:00:00+01:00,2712448.7355204783,5.96267,266.69,99594.9
2010-01-09 23:00:00+01:00,2475914.686367888,5.60579,266.77,99605.2
2010-01-10 00:00:00+01:00,2494639.9929781454,5.327000000000001,266.83,99621.9
2010-01-10 01:00:00+01:00,2342158.310615577,5.17828,266.87,99644.8
